,Rank,Player,Team_x,Positions,Yahoo,AVG,Key,Name_x,G,GS,IP,SV,xFIP-,SwStr%,F-Strike%,Barrel%_x,HardHit%,CSW%,K%+_x,BB%+_x,xERA,EV_x,ER,playerid_x,STUFFplus,LOCATIONplus,PITCHINGplus,Total Z-Score_x,Total Z-Score_y,PA,HR,SB,Off,wRC+,wOBA,ISO+,Barrel%_y,BsR,Spd,BB%+_y,K%+_y,Oppo%+,EV_y,maxEV,xwOBA
221,214.0,Craig Kimbrel,PHI,RP,197.0,2256,CraKim,Craig Kimbrel,63.0,0.0,60.0,22.0,101.0,122,631,90,439,294,122.0,130.0,3.51,90.7,25.0,6655.0,109.6,101.4,107.3,12.16,,,,,,,,,,,,,,,,,
222,215.0,Andrew Heaney,TEX,SP,239.0,2264,AndHea,Andrew Heaney,16.0,14.0,72.2,0.0,71.0,168,677,110,477,325,157.0,74.0,3.39,91.2,25.0,15423.0,96.9,101.3,101.0,14.63,,,,,,,,,,,,,,,,,
223,216.0,Alex Cobb,SF,SP,425.0,2266,AleCob,Alex Cobb,28.0,28.0,149.2,0.0,73.0,104,645,37,408,294,106.0,82.0,3.15,89.3,62.0,6562.0,93.9,101.5,101.2,8.35,,,,,,,,,,,,,,,,,
224,217.0,Josh Naylor,CLE,1BRFDH,332.0,2270,JosNay,,,,,,,,,,,,,,,,,,,,,,1.58,498.0,20.0,6.0,5.8,117.0,0.331,131.0,86,-3.6,2.9,96.0,72.0,83.0,89.4,113.0,0.327
225,218.0,Edward Cabrera,MIA,SP,205.0,2276,EdwCab,Edward Cabrera,14.0,14.0,71.2,0.0,103.0,133,560,86,333,306,114.0,137.0,4.05,86.7,24.0,21690.0,104.8,95.0,94.7,8.65,,,,,,,,,,,,,,,,,
226,219.0,Reid Detmers,LAA,SP,418.0,2308,ReiDet,Reid Detmers,25.0,25.0,129.0,0.0,107.0,111,601,80,383,270,102.0,106.0,4.05,89.3,54.0,27468.0,96.7,96.5,97.4,7.49,,,,,,,,,,,,,,,,,
227,220.0,Adalberto Mondesi,BOS,SS,208.0,2322,AdaMon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,221.0,Ryan McMahon,COL,2B3B,346.0,2326,RyaMcM,,,,,,,,,,,,,,,,,,,,,,9.13,597.0,20.0,7.0,-1.3,95.0,0.326,109.0,104,2.1,4.2,120.0,117.0,118.0,91.7,113.7,0.33
229,222.0,Seth Brown,OAK,1BLFCFRF,416.0,2330,SetBro,,,,,,,,,,,,,,,,,,,,,,11.0,555.0,25.0,11.0,12.7,117.0,0.323,143.0,130,2.4,4.7,115.0,118.0,94.0,89.2,112.9,0.338
230,223.0,Ranger Suarez,PHI,SP,321.0,2344,RanSua,Ranger Suarez,29.0,29.0,155.1,0.0,96.0,88,576,68,347,255,86.0,106.0,3.78,87.5,63.0,17277.0,86.1,101.0,96.3,1.82,,,,,,,,,,,,,,,,,
231,224.0,Josh Jung,TEX,3B,252.0,2346,JosJun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,225.0,Brendan Rodgers,COL,2B,427.0,2348,BreRod,,,,,,,,,,,,,,,,,,,,,,0.07,581.0,13.0,0.0,-7.2,92.0,0.321,92.0,72,-1.7,2.6,95.0,77.0,127.0,90.0,112.2,0.326
233,226.0,Andrew Benintendi,CWS,LF,293.0,2358,AndBen,,,,,,,,,,,,,,,,,,,,,,2.2,521.0,5.0,8.0,13.5,122.0,0.342,64.0,51,0.6,4.1,125.0,67.0,115.0,89.2,109.8,0.334
234,227.0,Travis dArnaud,ATL,C,270.0,2384,TradAr,,,,,,,,,,,,,,,,,,,,,,-0.25,426.0,18.0,0.0,6.1,120.0,0.343,132.0,85,-3.6,2.5,53.0,93.0,101.0,88.5,112.3,0.313
235,228.0,Justin Turner,BOS,3BDH,220.0,2408,JusTur,,,,,,,,,,,,,,,,,,,,,,2.33,532.0,13.0,3.0,11.4,123.0,0.343,103.0,80,-3.1,2.8,112.0,74.0,119.0,89.5,108.9,0.339
236,229.0,Jose Urquidy,HOU,SP,226.0,2412,JosUrq,Jose Urquidy,29.0,28.0,164.1,0.0,110.0,100,653,94,408,258,89.0,70.0,4.56,89.7,72.0,18413.0,105.7,104.0,105.9,1.96,,,,,,,,,,,,,,,,,
237,230.0,Nathan Eovaldi,TEX,SP,391.0,2416,NatEov,Nathan Eovaldi,20.0,20.0,109.1,0.0,87.0,124,680,107,449,284,101.0,54.0,4.31,89.7,47.0,9132.0,108.3,106.3,108.0,-0.09,,,,,,,,,,,,,,,,,
238,231.0,Sonny Gray,MIN,SP,254.0,2424,SonGra,Sonny Gray,24.0,24.0,119.2,0.0,93.0,92,605,55,392,294,108.0,92.0,3.67,88.1,41.0,12768.0,103.5,99.5,101.3,7.9,,,,,,,,,,,,,,,,,
239,232.0,Evan Phillips,LAD,RP,253.0,2430,EvaPhi,Evan Phillips,64.0,0.0,63.0,2.0,69.0,122,674,43,312,327,146.0,78.0,2.18,86.1,8.0,17734.0,125.3,101.2,108.4,1.29,,,,,,,,,,,,,,,,,
240,233.0,Joc Pederson,SF,LFRF,396.0,2442,JocPed,,,,,,,,,,,,,,,,,,,,,,14.41,433.0,23.0,3.0,22.6,144.0,0.373,160.0,151,0.4,4.0,116.0,102.0,103.0,93.1,112.8,0.367
241,234.0,Jesse Winker,MIL,LF,370.0,2450,JesWin,,,,,,,,,,,,,,,,,,,,,,-0.53,547.0,14.0,0.0,1.0,108.0,0.313,84.0,76,-4.3,0.9,193.0,85.0,104.0,87.7,110.0,0.345
242,235.0,Jorge Lopez,MIN,RP,204.0,2452,JorLop,Jorge Lopez,67.0,0.0,71.0,23.0,93.0,109,621,48,330,297,109.0,130.0,3.31,87.3,20.0,14527.0,113.1,99.4,103.7,6.8,,,,,,,,,,,,,,,,,
243,236.0,Jordan Walker,STL,3B,421.0,2458,JorWal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,237.0,Kendall Graveman,CWS,RP,229.0,2458,KenGra,Kendall Graveman,65.0,0.0,65.0,6.0,87.0,112,600,42,347,293,104.0,114.0,3.51,88.1,23.0,15514.0,103.1,97.8,99.0,-0.78,,,,,,,,,,,,,,,,,
245,238.0,Jorge Mateo,BAL,SS,420.0,2460,JorMat,,,,,,,,,,,,,,,,,,,,,,5.84,533.0,13.0,35.0,-5.2,82.0,0.281,106.0,59,5.8,8.4,64.0,124.0,112.0,86.8,111.3,0.272
246,239.0,Gavin Lux,LAD,2BLF,276.0,2470,GavLux,,,,,,,,,,,,,,,,,,,,,,0.86,471.0,6.0,7.0,10.5,113.0,0.328,80.0,61,3.2,6.2,119.0,89.0,86.0,88.0,108.1,0.314
247,240.0,Kolten Wong,SEA,2B,428.0,2478,KolWon,,,,,,,,,,,,,,,,,,,,,,5.12,497.0,15.0,17.0,12.9,117.0,0.336,116.0,54,3.4,6.1,111.0,78.0,104.0,87.0,109.7,0.305
248,241.0,Jameson Taillon,CHC,SP,375.0,2504,JamTai,Jameson Taillon,32.0,32.0,177.1,0.0,96.0,99,636,83,357,263,93.0,55.0,4.2,88.5,77.0,11674.0,99.8,104.9,103.3,0.0,,,,,,,,,,,,,,,,,
249,242.0,Michael Conforto,SF,LFRF,382.0,2504,MicCon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,243.0,Lourdes Gurriel ,ARI,LF,388.0,2512,LouGur,,,,,,,,,,,,,,,,,,,,,,-3.54,493.0,5.0,3.0,3.8,114.0,0.327,72.0,38,-4.1,2.7,79.0,76.0,112.0,90.6,109.5,0.321
251,244.0,Ezequiel Tovar,COL,SS,415.0,2540,EzeTov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,245.0,Tyler Mahle,MIN,SP,436.0,2550,TylMah,Tyler Mahle,23.0,23.0,120.2,0.0,101.0,110,616,75,383,284,111.0,103.0,3.49,88.7,59.0,16358.0,99.9,103.6,103.0,6.57,,,,,,,,,,,,,,,,,
253,246.0,Aaron Ashby,MIL,SPRP,240.0,2550,AarAsh,Aaron Ashby,27.0,19.0,107.1,1.0,83.0,124,617,68,341,325,117.0,119.0,3.75,87.1,53.0,23550.0,102.0,97.4,99.0,7.37,,,,,,,,,,,,,,,,,
254,247.0,Jean Segura,MIA,2B,424.0,2554,JeaSeg,,,,,,,,,,,,,,,,,,,,,,-2.63,387.0,10.0,13.0,0.4,105.0,0.32,71.0,44,-1.6,4.0,77.0,66.0,122.0,87.6,111.0,0.303
255,248.0,Sean Manaea,SF,SP,371.0,2560,SeaMan,Sean Manaea,30.0,28.0,158.0,0.0,99.0,120,638,91,426,274,103.0,90.0,4.05,90.3,87.0,15873.0,88.6,101.6,98.2,6.05,,,,,,,,,,,,,,,,,
256,249.0,Frankie Montas,NYY,SP,251.0,2564,FraMon,Frankie Montas,27.0,27.0,144.1,0.0,91.0,126,607,79,338,256,105.0,88.0,4.02,87.6,65.0,14309.0,103.2,101.0,104.5,3.05,,,,,,,,,,,,,,,,,
257,250.0,Hunter Brown,HOU,SPRP,266.0,2564,HunBro,Hunter Brown,7.0,2.0,20.1,0.0,70.0,100,638,59,471,314,124.0,109.0,2.96,93.2,2.0,25880.0,113.8,99.7,100.1,5.51,,,,,,,,,,,,,,,,,
258,251.0,Ramon Laureano,OAK,CFRF,431.0,2576,RamLau,,,,,,,,,,,,,,,,,,,,,,2.79,383.0,13.0,11.0,1.2,96.0,0.294,110.0,116,3.0,4.8,82.0,122.0,105.0,88.7,110.2,0.307
259,252.0,Francisco Alvarez,NYM,CDH,233.0,2618,FraAlv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,253.0,CJ Abrams,WSH,2BSS,419.0,2632,CJAbr,,,,,,,,,,,,,,,,,,,,,,-11.78,302.0,2.0,7.0,-8.5,71.0,0.267,50.0,21,1.7,5.8,20.0,73.0,106.0,86.5,109.6,0.266
261,254.0,Adam Wainwright,STL,SP,209.0,2646,AdaWai,Adam Wainwright,32.0,32.0,191.2,0.0,103.0,67,626,65,364,279,79.0,81.0,4.53,87.8,79.0,2233.0,106.1,103.8,100.9,2.35,,,,,,,,,,,,,,,,,
262,255.0,Carlos Carrasco,NYM,SP,387.0,2648,CarCar,Carlos Carrasco,29.0,29.0,152.0,0.0,87.0,130,684,70,394,271,104.0,77.0,4.08,88.5,67.0,6632.0,92.3,105.0,102.0,7.91,,,,,,,,,,,,,,,,,
263,256.0,Bryan De La Cruz,MIA,LFCFRF,433.0,2652,BryDeLaCru,,,,,,,,,,,,,,,,,,,,,,1.69,355.0,13.0,4.0,0.4,104.0,0.313,116.0,119,-1.2,3.5,64.0,112.0,94.0,90.8,111.2,0.355
264,257.0,Trey Mancini,CHC,1BLFRFDH,296.0,2654,TreMan,,,,,,,,,,,,,,,,,,,,,,0.26,587.0,18.0,0.0,-0.5,104.0,0.312,102.0,95,-3.0,1.5,113.0,104.0,92.0,89.5,111.8,0.327
265,258.0,Michael Kopech,CWS,SP,389.0,2666,MicKop,Michael Kopech,25.0,25.0,119.1,0.0,123.0,99,567,88,413,272,96.0,144.0,3.94,89.9,47.0,17282.0,113.1,95.2,100.1,12.1,,,,,,,,,,,,,,,,,
266,259.0,Christian Vazquez,MIN,C1B,280.0,2678,ChrVaz,,,,,,,,,,,,,,,,,,,,,,-9.91,426.0,9.0,1.0,-10.2,99.0,0.312,84.0,51,-9.9,1.8,65.0,73.0,112.0,87.9,109.5,0.301
267,260.0,Jon Berti,MIA,2B3BSSLF,224.0,2692,JonBer,,,,,,,,,,,,,,,,,,,,,,7.04,404.0,4.0,41.0,4.9,93.0,0.298,63.0,59,8.0,7.7,124.0,97.0,113.0,88.0,109.1,0.306
268,261.0,Luis Urias,MIL,2B3BSS,377.0,2692,LuiUri,,,,,,,,,,,,,,,,,,,,,,-0.1,472.0,16.0,1.0,5.8,110.0,0.327,106.0,83,0.2,2.3,127.0,93.0,90.0,87.3,109.7,0.326
269,262.0,Alex Lange,DET,RP,221.0,2718,AleLan,Alex Lange,71.0,0.0,63.1,0.0,82.0,191,546,52,353,344,136.0,143.0,3.29,86.1,24.0,19883.0,106.5,91.2,95.0,11.12,,,,,,,,,,,,,,,,,
270,263.0,Cal Quantrill,CLE,SP,275.0,2728,CalQua,Cal Quantrill,32.0,32.0,186.1,0.0,111.0,82,639,75,356,238,75.0,76.0,4.31,87.6,70.0,19312.0,90.0,100.6,95.6,0.68,,,,,,,,,,,,,,,,,
271,264.0,Seranthony Dominguez,PHI,RP,227.0,2732,SerDom,Seranthony Dominguez,54.0,0.0,51.0,9.0,82.0,141,580,81,455,272,130.0,128.0,3.36,90.2,17.0,19249.0,124.9,98.7,103.5,7.05,,,,,,,,,,,,,,,,,
272,265.0,Gabriel Moreno,ARI,C,345.0,2740,GabMor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,266.0,Austin Hays,BAL,LFRF,400.0,2750,AusHay,,,,,,,,,,,,,,,,,,,,,,-2.46,582.0,16.0,2.0,3.8,105.0,0.314,109.0,52,0.6,3.0,73.0,88.0,93.0,87.7,109.0,0.298
274,267.0,Christopher Morel,CHC,2B3BSSCF,331.0,2754,ChrMor,,,,,,,,,,,,,,,,,,,,,,7.3,425.0,16.0,10.0,5.9,108.0,0.322,128.0,134,1.9,5.9,107.0,143.0,69.0,89.6,112.9,0.324
275,268.0,Gregory Soto,PHI,RP,245.0,2756,GreSot,Gregory Soto,64.0,0.0,60.1,30.0,117.0,112,567,62,432,260,103.0,161.0,4.08,91.4,22.0,19677.0,112.7,93.2,95.4,14.22,,,,,,,,,,,,,,,,,
276,269.0,Marcus Stroman,CHC,SP,422.0,2772,MarStr,Marcus Stroman,25.0,25.0,138.2,0.0,88.0,92,668,66,407,280,92.0,76.0,3.94,89.0,54.0,13431.0,103.7,101.7,99.8,3.38,,,,,,,,,,,,,,,,,
277,270.0,Bryson Stott,PHI,2BSS,426.0,2780,BrySto,,,,,,,,,,,,,,,,,,,,,,-0.73,466.0,10.0,12.0,-4.3,83.0,0.289,80.0,44,4.7,5.5,92.0,84.0,129.0,88.1,108.4,0.284
278,271.0,Dylan Floro,MIA,RP,383.0,2804,DylFlo,Dylan Floro,56.0,0.0,53.2,10.0,90.0,93,641,51,325,282,96.0,82.0,3.05,87.4,18.0,13394.0,99.3,108.0,104.9,-8.03,,,,,,,,,,,,,,,,,
279,272.0,Giovanny Gallegos,STL,RP,223.0,2806,GioGal,Giovanny Gallegos,57.0,0.0,59.0,14.0,88.0,173,672,90,354,318,137.0,92.0,2.92,89.8,20.0,14986.0,116.1,100.4,105.2,9.31,,,,,,,,,,,,,,,,,
280,273.0,Ross Stripling,SF,SPRP,289.0,2816,RosStr,Ross Stripling,32.0,24.0,134.1,1.0,93.0,110,703,92,372,275,93.0,46.0,3.57,88.9,45.0,13273.0,98.3,107.5,102.5,-2.44,,,,,,,,,,,,,,,,,
281,274.0,Austin Meadows,DET,LFRF,329.0,2834,AusMea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,275.0,Garrett Whitlock,BOS,SPRP,271.0,2838,GarWhi,Garrett Whitlock,31.0,9.0,78.1,6.0,81.0,137,659,80,390,304,119.0,60.0,3.17,88.8,30.0,20191.0,103.3,104.3,106.0,-1.6,,,,,,,,,,,,,,,,,
283,276.0,Esteury Ruiz,OAK,LF,340.0,2844,EstRui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,277.0,Trevor Rogers,MIA,SP,414.0,2868,TreRog,Trevor Rogers,23.0,23.0,107.0,0.0,103.0,108,614,75,374,260,98.0,114.0,4.84,88.4,65.0,22286.0,100.6,100.6,100.4,3.55,,,,,,,,,,,,,,,,,
285,278.0,Jonah Heim,TEX,C,386.0,2876,JonHei,,,,,,,,,,,,,,,,,,,,,,-3.17,450.0,16.0,2.0,-2.5,99.0,0.306,115.0,69,-1.8,3.2,114.0,87.0,64.0,89.3,112.4,0.291
286,279.0,Charlie Blackmon,COL,RFDH,312.0,2876,ChaBla,,,,,,,,,,,,,,,,,,,,,,-3.65,577.0,16.0,4.0,-5.9,89.0,0.317,100.0,44,1.4,4.5,66.0,84.0,91.0,86.2,109.5,0.301
287,280.0,Martin Perez,TEX,SP,342.0,2880,MarPer,Martin Perez,32.0,32.0,196.1,0.0,96.0,84,626,43,345,272,93.0,105.0,3.59,88.2,63.0,6902.0,81.9,102.8,95.7,12.61,,,,,,,,,,,,,,,,,
288,281.0,Yasmani Grandal,CWS,CDH,313.0,2892,YasGra,,,,,,,,,,,,,,,,,,,,,,-9.51,376.0,5.0,1.0,-19.7,68.0,0.263,45.0,48,-6.2,1.0,150.0,95.0,124.0,90.0,110.2,0.29
289,282.0,Wil Myers,CIN,1BLFRF,402.0,2896,WilMye,,,,,,,,,,,,,,,,,,-258.4,121.5,29.6,,-1.97,286.0,7.0,2.0,2.4,104.0,0.311,89.0,73,1.2,2.5,88.0,133.0,121.0,88.5,109.4,0.288
290,283.0,Brendan Donovan,STL,1B2B3BSSLFRF,287.0,2916,BreDon,,,,,,,,,,,,,,,,,,,,,,-0.78,468.0,5.0,2.0,14.0,129.0,0.349,63.0,34,-1.9,2.9,153.0,66.0,123.0,87.7,107.0,0.339
291,284.0,Kodai Senga,NYM,SP,193.0,1745,KodSen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,285.0,Spencer Torkelson,DET,1B,294.0,2940,SpeTor,,,,,,,,,,,,,,,,,,,,,,-5.05,404.0,8.0,0.0,-14.0,76.0,0.272,78.0,84,-3.2,2.4,115.0,110.0,104.0,90.5,111.5,0.305
293,286.0,Aroldis Chapman,KC,RP,238.0,2956,AroCha,Aroldis Chapman,43.0,0.0,36.1,9.0,121.0,127,550,68,341,309,121.0,218.0,4.46,87.5,18.0,10233.0,128.2,86.2,96.4,19.25,,,,,,,,,,,,,,,,,
294,287.0,Andrew McCutchen,PIT,LFRFDH,297.0,2964,AndMcC,,,,,,,,,,,,,,,,,,,,,,-1.11,580.0,17.0,8.0,-5.3,98.0,0.309,95.0,86,-4.1,3.0,118.0,95.0,76.0,89.1,110.6,0.325
295,288.0,Mike Yastrzemski,SF,CFRF,320.0,2976,MikYas,,,,,,,,,,,,,,,,,,,,,,4.91,558.0,17.0,5.0,1.8,99.0,0.307,114.0,111,2.6,4.7,131.0,112.0,94.0,89.9,109.7,0.314
296,289.0,Miguel Vargas,LAD,1B,348.0,2992,MigVar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,290.0,Taijuan Walker,PHI,SP,337.0,3010,TaiWal,Taijuan Walker,29.0,29.0,157.1,0.0,97.0,100,627,73,399,266,90.0,84.0,3.94,89.3,61.0,11836.0,105.6,100.6,102.4,4.98,,,,,,,,,,,,,,,,,
298,291.0,Brandon Marsh,PHI,LFCF,326.0,3022,BraMar,,,,,,,,,,,,,,,,,,,,,,1.56,461.0,11.0,10.0,-2.9,89.0,0.296,92.0,74,2.5,5.6,76.0,154.0,107.0,89.2,109.0,0.287
299,292.0,Yandy Diaz,TB,1B3B,412.0,3024,YanDia,,,,,,,,,,,,,,,,,,,,,,7.44,558.0,9.0,3.0,23.8,146.0,0.366,85.0,48,-5.3,2.2,176.0,48.0,129.0,92.2,114.3,0.365
300,293.0,Walker Buehler,LAD,SP,155.0,3026,WalBue,Walker Buehler,12.0,12.0,65.0,0.0,91.0,117,620,66,416,262,94.0,75.0,4.28,87.9,29.0,19374.0,109.5,101.9,104.5,-5.19,,,,,,,,,,,,,,,,,
301,294.0,Rafael Montero,HOU,RP,295.0,3026,RafMon,Rafael Montero,71.0,0.0,68.1,14.0,81.0,114,619,29,326,290,122.0,106.0,2.7,86.3,18.0,12760.0,112.1,105.7,106.8,2.25,,,,,,,,,,,,,,,,,
302,295.0,HaSeong Kim,SD,3BSS,404.0,3060,HaSKim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,296.0,Oscar Colas,CWS,CF,390.0,3074,OscCol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,297.0,Jarred Kelenic,SEA,CFRF,353.0,3086,JarKel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,298.0,Logan OHoppe,LAA,C,430.0,3092,LogOHo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,299.0,Nolan Gorman,STL,2B,284.0,3114,NolGor,,,,,,,,,,,,,,,,,,,,,,3.42,313.0,14.0,1.0,2.4,107.0,0.316,125.0,144,-0.1,3.0,107.0,146.0,93.0,89.2,110.6,0.341
307,300.0,Justin Steele,CHC,SP,429.0,3126,JusSte,Justin Steele,24.0,24.0,119.0,0.0,87.0,101,598,39,333,260,109.0,118.0,3.59,87.2,42.0,17312.0,96.3,98.6,98.6,8.76,,,,,,,,,,,,,,,,,
308,301.0,Oswald Peraza,NYY,SS,417.0,3130,OswPer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,302.0,Taylor Rogers,SF,RP,230.0,3136,TayRog,Taylor Rogers,66.0,0.0,64.1,31.0,82.0,124,682,88,406,348,136.0,84.0,4.11,88.6,34.0,13449.0,99.5,98.1,98.8,12.63,,,,,,,,,,,,,,,,,
310,303.0,Yoan Moncada,CWS,3B,376.0,3148,YoaMon,,,,,,,,,,,,,,,,,,,,,,-2.85,433.0,12.0,2.0,-10.2,76.0,0.275,94.0,98,1.3,3.1,93.0,118.0,102.0,88.7,111.5,0.289
311,304.0,Roansy Contreras,PIT,SP,408.0,3160,RoaCon,Roansy Contreras,21.0,18.0,95.0,0.0,112.0,127,608,110,459,298,93.0,115.0,4.43,90.1,40.0,22810.0,105.2,98.0,100.2,6.08,,,,,,,,,,,,,,,,,
312,305.0,Jared Walsh,LAA,1B,282.0,3162,JarWal,,,,,,,,,,,,,,,,,,,,,,-2.55,454.0,15.0,2.0,-12.2,78.0,0.278,106.0,95,-0.7,3.2,75.0,137.0,91.0,90.1,112.1,0.28
313,306.0,Joey Gallo,MIN,LFRF,328.0,3168,JoeGal,,,,,,,,,,,,,,,,,,,,,,6.12,410.0,19.0,3.0,-6.3,85.0,0.286,130.0,176,0.5,4.7,169.0,178.0,71.0,89.6,113.0,0.295
314,307.0,Randal Grichuk,COL,CFRF,364.0,3168,RanGri,,,,,,,,,,,,,,,,,,-2.3,67.0,121.6,,-0.75,538.0,19.0,4.0,-9.0,88.0,0.315,107.0,68,-1.2,4.4,53.0,104.0,108.0,90.0,111.6,0.281
315,308.0,Mark Canha,NYM,LFCF,354.0,3180,MarCan,,,,,,,,,,,,,,,,,,,,,,0.9,542.0,13.0,3.0,16.7,128.0,0.343,88.0,49,-1.0,3.1,106.0,79.0,117.0,87.7,108.0,0.323
316,309.0,Brayan Bello,BOS,SP,349.0,3206,BraBel,Brayan Bello,13.0,11.0,57.1,0.0,96.0,117,627,54,375,277,92.0,126.0,3.8,88.0,30.0,23920.0,95.2,98.5,98.0,1.05,-0.23,298.0,8.0,1.0,-2.3,96.0,0.303,89.0,126,-1.0,2.9,149.0,120.0,117.0,88.4,108.3,0.326
317,310.0,Joey Bart,SF,C,322.0,3206,JoeBar,Joe Barlow,35.0,0.0,35.0,13.0,124.0,130,630,109,426,287,86.0,111.0,5.28,91.4,15.0,22296.0,118.7,97.6,105.2,2.31,-1.13,291.0,11.0,2.0,-4.8,90.0,0.294,96.0,101,-1.5,2.9,107.0,170.0,93.0,87.3,114.3,0.296
318,311.0,Noah Syndergaard,LAD,SP,333.0,3226,NoaSyn,Noah Syndergaard,25.0,24.0,134.2,0.0,108.0,91,653,78,340,263,75.0,68.0,4.43,87.1,59.0,11762.0,87.5,104.8,101.2,-5.61,,,,,,,,,,,,,,,,,
319,312.0,Mike Clevinger,CWS,SP,274.0,3230,MikCle,Mike Clevinger,23.0,22.0,114.1,0.0,119.0,106,606,95,387,263,83.0,87.0,4.65,88.2,55.0,12808.0,97.3,100.2,99.4,-2.33,,,,,,,,,,,,,,,,,
320,313.0,Marcell Ozuna,ATL,LFDH,281.0,3232,MarOzu,,,,,,,,,,,,,,,,,,,,,,0.52,507.0,23.0,2.0,-9.4,88.0,0.298,121.0,131,-2.6,2.4,73.0,106.0,85.0,89.4,113.9,0.337
321,314.0,Oswaldo Cabrera,NYY,LFRF,367.0,3240,OswCab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,315.0,Eric Haase,DET,CLF,311.0,3246,EriHaa,,,,,,,,,,,,,,,,,,,,,,-1.36,351.0,14.0,0.0,3.1,112.0,0.322,126.0,87,-1.5,2.1,86.0,124.0,102.0,87.7,109.9,0.302
323,316.0,Alex Kirilloff,MIN,1BLF,397.0,3262,AleKir,,,,,,,,,,,,,,,,,,,,,,0.53,541.0,14.0,0.0,10.4,129.0,0.347,87.0,67,-7.1,1.1,146.0,48.0,119.0,90.5,110.1,0.351
324,317.0,Jason Adam,TB,RP,298.0,3272,JasAda,Jason Adam,67.0,0.0,63.1,8.0,80.0,179,641,50,273,352,142.0,89.0,2.09,85.2,11.0,11861.0,120.5,97.2,106.0,6.16,,,,,,,,,,,,,,,,,
325,318.0,Eduardo Escobar,NYM,3B,361.0,3274,EduEsc,,,,,,,,,,,,,,,,,,,,,,2.22,542.0,20.0,0.0,6.9,106.0,0.311,123.0,94,3.1,3.1,88.0,105.0,87.0,88.3,111.5,0.314
326,319.0,Dylan Carlson,STL,CFRF,351.0,3276,DylCar,,,,,,,,,,,,,,,,,,,,,,-1.35,488.0,8.0,5.0,4.0,100.0,0.306,93.0,44,3.8,4.9,110.0,85.0,106.0,86.1,109.2,0.301
327,320.0,Garrett Mitchell,MIL,CF,308.0,3278,GarMit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,321.0,Aaron Civale,CLE,SP,306.0,3290,AarCiv,Aaron Civale,20.0,20.0,97.0,0.0,92.0,104,631,75,400,276,108.0,67.0,3.8,88.6,53.0,19479.0,100.6,100.5,100.1,-1.8,,,,,,,,,,,,,,,,,
329,322.0,Corey Kluber,BOS,SP,292.0,3312,CorKlu,Corey Kluber,31.0,31.0,164.0,0.0,99.0,114,684,69,347,297,91.0,38.0,4.0,87.2,79.0,2429.0,101.4,103.8,103.1,-0.49,,,,,,,,,,,,,,,,,
330,323.0,Chris Taylor,LAD,2BLFCFRF,343.0,3318,ChrTay,,,,,,,,,,,,,,,,,,,,,,2.52,454.0,10.0,10.0,-0.4,93.0,0.298,98.0,102,3.4,5.6,116.0,156.0,101.0,87.4,108.5,0.277
331,324.0,Trent Grisham,SD,CF,307.0,3322,TreGri,,,,,,,,,,,,,,,,,,,,,,3.35,524.0,17.0,7.0,-4.7,83.0,0.28,102.0,81,5.8,4.9,130.0,127.0,101.0,88.3,111.1,0.295
332,325.0,Carlos Estevez,LAA,RP,352.0,3348,CarEst,Carlos Estevez,62.0,0.0,57.0,2.0,107.0,90,600,76,389,213,102.0,118.0,4.17,89.6,22.0,14542.0,103.9,98.9,97.6,-5.38,,,,,,,,,,,,,,,,,
333,326.0,Gio Urshela,LAA,3B,411.0,3364,GioUrs,,,,,,,,,,,,,,,,,,,,,,-1.39,551.0,13.0,1.0,5.6,119.0,0.332,96.0,70,-6.2,3.0,93.0,78.0,107.0,88.9,110.3,0.323
334,327.0,Jose Quintana,NYM,SP,378.0,3366,JosQui,Jose Quintana,32.0,32.0,165.2,0.0,93.0,106,614,55,358,253,89.0,83.0,3.86,86.5,54.0,11423.0,102.5,101.4,100.4,10.11,,,,,,,,,,,,,,,,,
