,Rank,Player,Team_x,Positions,Yahoo,AVG,Key,Name_x,Team_y,G,GS,IP,SV,xFIP-,SwStr%,F-Strike%,Barrel%_x,HardHit%,CSW%,K%+_x,BB%+_x,xERA,EV_x,ER,playerid_x,STUFFplus,LOCATIONplus,PITCHINGplus,Total Z-Score_x,Total Z-Score_y,Name_y,Team,PA,HR,SB,Off,wRC+,wOBA,ISO+,Barrel%_y,BsR,Spd,BB%+_y,K%+_y,Oppo%+,EV_y,maxEV,xwOBA,playerid_y,LaghezzaRank,Total Z-Score,RankDiff
547,471.0,Spencer Turnbull,DET,SP,nan,3950,SpeTur,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.0,0.0,-29.0
548,472.0,Blake Treinen,LAD,RP,216.0,4905,BlaTre,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,95.5,101.8,108.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-472.0
549,473.0,Jackson Chourio,MIL,CF,nan,4913,JacCho,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-473.0
551,474.0,Diego Castillo,SEA,RP,234.0,4913,DieCas,Diego Castillo,SEA,59.0,0.0,54.1,7.0,98.0,121,563,76,297,278,107.0,123.0,2.96,86.4,22.0,17496.0,-63.0,45.0,56.0,-4.05,-7.0,Diego Castillo,PIT,283.0,11.0,1.0,-9.2,73.0,0.272,113.0,99,-0.4,2.3,59.0,117.0,87.0,89.1,109.6,0.292,19906.0,555.0,-7.0,81.0
552,475.0,Chas McCormick,HOU,LFCFRF,nan,4030,ChaMcC,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.21,Chas McCormick,HOU,407.0,14.0,4.0,5.2,114.0,0.326,108.0,102,-1.1,3.8,142.0,117.0,121.0,88.1,109.9,0.325,19599.0,412.0,4.21,-63.0
553,476.0,Rodolfo Castro,PIT,2B3BSS,nan,4043,RodCas,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.45,Rodolfo Castro,PIT,278.0,11.0,5.0,1.1,103.0,0.315,125.0,67,0.3,5.3,95.0,118.0,102.0,87.3,111.6,0.28,21987.0,498.0,-0.45,22.0
554,477.0,Hector Neris,HOU,RP,316.0,4960,HecNer,Hector Neris,HOU,70.0,0.0,65.1,3.0,83.0,142,593,68,447,311,135.0,81.0,3.29,89.7,27.0,11804.0,110.0,101.2,105.6,2.87,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-477.0
555,478.0,JD Davis,SF,1B3BDH,nan,4100,JDDav,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.47,JD Davis,  ,365.0,12.0,1.0,5.1,119.0,0.333,110.0,162,-3.1,2.9,128.0,148.0,103.0,92.4,112.7,0.353,16219.0,342.0,7.47,-136.0
556,479.0,Madison Bumgarner,ARI,SP,nan,5030,MadBum,Madison Bumgarner,ARI,30.0,30.0,158.2,0.0,121.0,77,616,98,428,239,71.0,85.0,5.53,90.3,86.0,5524.0,86.0,99.2,93.6,-1.79,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-479.0
557,480.0,Anthony DeSclafani,SF,SP,nan,4167,AntDeS,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,99.7,98.9,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598.0,0.0,118.0
558,481.0,Robbie Grossman,TEX,LFRF,nan,5058,RobGro,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.45,Robbie Grossman,  ,477.0,7.0,6.0,-9.8,82.0,0.283,67.0,35,-0.2,3.4,145.0,121.0,81.0,86.7,105.8,0.281,5254.0,0.0,-7.45,-481.0
559,482.0,AJ Puk,MIA,RP,nan,4217,AJPuk,AJ Puk,OAK,62.0,0.0,66.1,4.0,93.0,129,609,87,349,308,122.0,102.0,3.7,86.9,23.0,19343.0,109.5,98.0,99.1,-0.14,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.0,0.0,-163.0
560,483.0,Ramon Urias,BAL,2B3B,nan,4227,RamUri,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,Ramon Urias,BAL,445.0,16.0,1.0,2.1,104.0,0.313,111.0,96,0.0,2.7,85.0,99.0,100.0,89.4,110.0,0.32,18795.0,0.0,-0.03,-483.0
561,484.0,Andrew Kittredge,TB,RP,231.0,5358,AndKit,Andrew Kittredge,TBR,17.0,0.0,20.0,5.0,96.0,133,707,85,356,266,84.0,33.0,2.94,88.4,7.0,12828.0,115.8,100.6,105.2,-16.2,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-484.0
562,485.0,Jo Adell,LAA,LFRF,nan,4330,JoAde,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.45,Jo Adell,LAA,285.0,8.0,4.0,-6.5,77.0,0.278,100.0,98,0.8,4.7,48.0,169.0,88.0,87.4,112.2,0.251,20220.0,633.0,-4.45,148.0
563,486.0,Bailey Falter,PHI,SP,nan,4347,BaiFal,Bailey Falter,PHI,20.0,16.0,84.0,0.0,103.0,110,662,83,385,303,94.0,59.0,4.62,89.0,36.0,20070.0,80.7,105.1,96.9,-3.03,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.0,0.0,-57.0
564,487.0,Daniel Vogelbach,NYM,DH,nan,4357,DanVog,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.99,Daniel Vogelbach,  ,461.0,18.0,0.0,11.7,128.0,0.349,125.0,106,-3.3,1.5,190.0,109.0,97.0,89.4,110.9,0.35,14130.0,484.0,5.99,-3.0
565,488.0,Collin McHugh,ATL,RP,262.0,5195,ColMcH,Collin McHugh,ATL,58.0,0.0,69.1,0.0,82.0,126,651,51,309,287,122.0,62.0,3.05,86.6,20.0,7531.0,110.2,102.0,105.6,-7.06,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-488.0
566,489.0,Tyrone Taylor,MIL,LFCFRF,nan,4367,TyrTay,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,Tyrone Taylor,MIL,405.0,17.0,3.0,2.1,102.0,0.314,135.0,99,1.2,4.6,65.0,111.0,86.0,88.0,109.3,0.307,13675.0,411.0,0.06,-78.0
567,490.0,Rich Hill,PIT,SP,nan,5208,RicHil,Rich Hill,BOS,26.0,26.0,124.1,0.0,105.0,92,633,82,340,294,93.0,88.0,4.08,88.2,59.0,4806.0,99.1,99.7,99.7,1.78,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472.0,0.0,-18.0
568,491.0,JiMan Choi,PIT,1B,nan,4390,JiMCho,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.02,JiMan Choi,TBR,419.0,11.0,0.0,4.6,116.0,0.322,103.0,119,-2.7,0.7,174.0,132.0,97.0,92.2,111.1,0.337,5452.0,394.0,4.02,-97.0
569,492.0,Akil Baddoo,DET,LFCF,nan,4393,AkiBad,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.13,Akil Baddoo,DET,225.0,2.0,9.0,-6.6,65.0,0.256,43.0,36,2.2,6.6,134.0,128.0,135.0,85.0,108.5,0.253,22168.0,516.0,-6.13,24.0
570,493.0,Drew Smyly,CHC,SP,nan,4407,DreSmy,Drew Smyly,CHC,22.0,22.0,106.1,0.0,105.0,124,685,86,345,275,90.0,70.0,4.17,86.7,41.0,11760.0,91.1,106.5,99.9,0.22,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0,0.0,-59.0
571,494.0,JT Brubaker,PIT,SP,nan,4417,JTBru,JT Brubaker,PIT,28.0,28.0,144.0,0.0,97.0,118,639,76,411,296,101.0,101.0,4.56,89.6,75.0,17578.0,90.4,101.5,98.1,9.62,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369.0,0.0,-125.0
572,495.0,Nolan Jones,COL,RF,nan,4433,NolJon,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.0,0.0,-143.0
573,496.0,Domingo Acevedo,OAK,RP,255.0,4440,DomAce,Domingo Acevedo,OAK,70.0,0.0,67.2,4.0,98.0,158,590,74,324,279,98.0,80.0,3.46,86.7,25.0,17092.0,93.4,102.3,98.7,-8.12,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543.0,0.0,47.0
574,497.0,Miguel Cabrera,DET,DH,nan,5688,MigCab,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.23,Miguel Cabrera,DET,433.0,5.0,1.0,-15.8,79.0,0.275,42.0,47,-5.4,1.3,81.0,105.0,113.0,89.9,111.0,0.275,1744.0,0.0,-10.23,-497.0
575,498.0,Patrick Corbin,WSH,SP,nan,5308,PatCor,Patrick Corbin,WSN,31.0,31.0,152.2,0.0,105.0,92,689,110,446,258,79.0,83.0,6.41,90.8,107.0,9323.0,84.3,102.1,95.6,1.36,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-498.0
576,499.0,John Means,BAL,SP,nan,4527,JohMea,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,105.2,97.5,102.9,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592.0,0.0,93.0
577,500.0,Miguel Sano,nan,1B,398.0,5328,MigSan,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,102.8,95.4,96.2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-500.0
578,501.0,Keegan Thompson,CHC,SPRP,nan,4553,KeeTho,Keegan Thompson,CHC,29.0,17.0,115.0,1.0,107.0,100,573,86,388,268,98.0,107.0,4.46,89.0,48.0,19795.0,104.6,98.3,99.3,-0.58,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,482.0,0.0,-19.0
579,502.0,Matt Brash,SEA,SPRP,nan,4557,MatBra,Matt Brash,SEA,39.0,5.0,50.2,0.0,94.0,126,608,48,384,323,126.0,185.0,4.53,88.8,25.0,25756.0,124.4,94.1,105.1,17.37,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570.0,0.0,68.0
580,503.0,Kevin Kiermaier,TOR,CF,nan,5345,KevKie,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.52,Kevin Kiermaier,TBR,221.0,7.0,6.0,0.7,90.0,0.286,94.0,69,3.2,4.9,80.0,124.0,134.0,87.9,109.9,0.305,11038.0,519.0,-0.52,16.0
581,504.0,Keston Hiura,MIL,1B2BDH,nan,4570,KesHiu,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.07,Keston Hiura,MIL,266.0,14.0,5.0,5.3,115.0,0.334,143.0,153,0.7,5.1,103.0,185.0,98.0,91.7,111.0,0.317,20003.0,612.0,9.07,108.0
582,505.0,Kevin Newman,CIN,2BSS,nan,4577,KevNew,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.14,Kevin Newman,PIT,309.0,2.0,8.0,0.7,94.0,0.303,63.0,16,3.0,5.4,62.0,69.0,85.0,85.6,108.2,0.285,17696.0,338.0,-9.14,-167.0
583,506.0,Tyler Rogers,SF,RP,256.0,5140,TylRog,Tyler Rogers,SFG,68.0,0.0,75.2,0.0,103.0,81,639,37,322,290,68.0,87.0,3.36,84.2,30.0,15541.0,112.8,94.8,102.4,-14.9,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-506.0
584,507.0,Gavin Stone,LAD,SP,nan,4583,GavSto,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-507.0
585,508.0,Luis Campusano,SD,C,nan,4610,LuiCam,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486.0,0.0,-22.0
586,509.0,Omar Narvaez,NYM,C,nan,4613,OmaNar,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.69,Omar Narvaez,MIL,296.0,4.0,0.0,-10.3,71.0,0.269,64.0,24,-0.3,1.6,117.0,85.0,110.0,84.7,106.4,0.268,13338.0,391.0,-13.69,-118.0
587,510.0,Graham Ashcraft,CIN,SP,nan,4647,GraAsh,Graham Ashcraft,CIN,19.0,19.0,105.0,0.0,102.0,84,584,48,363,235,68.0,78.0,4.02,86.9,57.0,27552.0,108.8,100.3,103.3,-12.02,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427.0,0.0,-83.0
588,511.0,Bryce Elder,ATL,SP,nan,4657,BryEld,Bryce Elder,ATL,10.0,9.0,54.0,0.0,104.0,99,559,58,344,262,92.0,122.0,4.25,88.2,19.0,27779.0,86.5,99.1,95.0,-2.48,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583.0,0.0,72.0
589,512.0,Bryan Abreu,HOU,RP,nan,4687,BryAbr,Bryan Abreu,HOU,55.0,0.0,60.1,2.0,68.0,176,565,38,323,305,160.0,131.0,2.96,86.6,13.0,16609.0,136.5,94.6,104.5,11.29,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529.0,0.0,17.0
590,513.0,Sixto Sanchez,MIA,SP,nan,4693,SixSan,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-513.0
591,514.0,Ji Hwan Bae,PIT,CF,nan,4713,JiHwaBae,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-514.0
592,515.0,Jarren Duran,BOS,CFRF,nan,4713,JarDur,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1,Jarren Duran,BOS,223.0,3.0,7.0,-5.1,78.0,0.284,95.0,77,0.5,7.3,79.0,127.0,111.0,89.3,110.4,0.282,24617.0,518.0,-2.1,3.0
593,516.0,Victor Robles,WSH,CF,nan,4720,VicRob,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.52,Victor Robles,WSN,407.0,6.0,15.0,-14.3,64.0,0.26,56.0,32,2.8,6.1,50.0,113.0,106.0,84.6,109.7,0.244,18363.0,521.0,-8.52,5.0
594,517.0,Miguel Rojas,LAD,1BSS,nan,4737,MigRoj,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.99,Miguel Rojas,MIA,507.0,6.0,9.0,-19.9,73.0,0.268,56.0,19,-4.0,3.9,61.0,53.0,128.0,86.1,109.1,0.293,7802.0,627.0,-10.99,110.0
595,518.0,Kyle Bradish,BAL,SP,nan,3335,KylBra,Kyle Bradish,BAL,23.0,23.0,117.2,0.0,102.0,100,578,78,406,259,98.0,113.0,4.49,89.9,64.0,24586.0,108.3,98.3,100.7,3.52,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357.0,0.0,-161.0
596,519.0,Paul Blackburn,OAK,SP,nan,4810,PauBla,Paul Blackburn,OAK,21.0,21.0,111.1,0.0,99.0,96,636,70,405,274,86.0,80.0,4.14,88.2,53.0,14739.0,86.6,102.3,97.2,-1.97,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444.0,0.0,-75.0
597,520.0,Jose Siri,TB,CF,nan,3400,JosSir,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,Jose Siri,  ,325.0,7.0,14.0,-3.4,75.0,0.268,85.0,62,5.6,7.8,77.0,150.0,100.0,87.2,112.0,0.261,17452.0,295.0,0.02,-225.0
598,521.0,LaMonte Wade,SF,1BLFRF,nan,4830,LaMWad,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.83,LaMonte Wade,SFG,251.0,8.0,1.0,-1.4,93.0,0.298,98.0,95,0.8,3.8,124.0,90.0,87.0,87.7,109.3,0.321,18126.0,494.0,-3.83,-27.0
599,522.0,Ryan Pepiot,LAD,SP,nan,4847,RyaPep,Ryan Pepiot,LAD,9.0,7.0,36.1,0.0,133.0,109,625,102,409,275,116.0,204.0,4.31,89.0,14.0,26221.0,101.0,91.1,95.6,17.04,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551.0,0.0,29.0
600,523.0,Casey Mize,DET,SP,259.0,6280,CasMiz,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,90.5,98.5,97.3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-523.0
601,524.0,Bobby Miller,LAD,SP,nan,4870,BobMil,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572.0,0.0,48.0
602,525.0,James Kaprielian,OAK,SP,nan,4917,JamKap,James Kaprielian,OAK,26.0,26.0,134.0,0.0,129.0,95,581,80,359,249,76.0,127.0,4.65,88.4,63.0,18331.0,86.1,99.5,95.2,3.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0,0.0,-100.0
603,526.0,Kyle Stowers,BAL,LFRF,nan,4927,KylSto,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0,0.0,-215.0
604,527.0,Edward Olivares,KC,LFRF,nan,3605,EdwOli,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.0,0.0,-179.0
605,528.0,Wade Miley,MIL,SP,nan,4963,WadMil,Wade Miley,CHC,9.0,8.0,37.0,0.0,110.0,106,660,52,357,292,78.0,106.0,3.86,86.7,13.0,8779.0,95.6,105.6,100.3,-3.11,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,-48.0
606,529.0,Ricky Tiedemann,TOR,SP,nan,5007,RicTie,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,571.0,0.0,42.0
607,530.0,Jonathan Villar,nan,2B3B,324.0,5750,JonVil,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.72,Jonathan Villar,  ,220.0,3.0,7.0,-8.4,58.0,0.25,61.0,27,2.2,7.3,83.0,119.0,100.0,89.6,109.5,0.247,10071.0,0.0,-7.72,-530.0
608,531.0,Jesus Aguilar,OAK,1BDH,nan,5047,JesAgu,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.06,Jesus Aguilar,  ,507.0,16.0,1.0,-10.7,86.0,0.288,93.0,67,-2.8,1.5,66.0,104.0,101.0,87.8,108.1,0.298,11342.0,493.0,-7.06,-38.0
609,532.0,James Paxton,BOS,SP,nan,5057,JamPax,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0,0.0,-104.0
610,533.0,Nick Pratto,KC,1BLF,nan,5057,NicPra,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496.0,0.0,-37.0
611,534.0,Leody Taveras,TEX,CF,nan,3765,LeoTav,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.12,Leody Taveras,TEX,341.0,5.0,11.0,-0.6,93.0,0.297,70.0,43,2.2,5.6,77.0,116.0,111.0,89.4,112.9,0.27,18900.0,413.0,-1.12,-121.0
612,535.0,Darick Hall,PHI,DH,nan,5087,DarHal,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.0,0.0,-113.0
613,536.0,Cody Morris,CLE,SP,nan,3790,CodMor,Cody Morris,CLE,7.0,5.0,23.2,0.0,106.0,139,630,123,369,252,104.0,150.0,4.94,88.0,6.0,25388.0,101.3,98.5,99.7,3.25,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.0,0.0,-219.0
614,537.0,Aledmys Diaz,OAK,1B2B3BSSLF,373.0,5120,AleDia,Alexis Diaz,CIN,59.0,0.0,63.2,10.0,99.0,165,604,75,328,306,144.0,156.0,2.76,86.7,13.0,21132.0,112.4,96.1,103.6,14.85,-8.7,Aledmys Diaz,HOU,327.0,12.0,1.0,-5.3,96.0,0.301,108.0,63,-3.8,2.1,69.0,73.0,76.0,86.6,112.0,0.308,15937.0,0.0,-8.7,-537.0
